"11","19","251175","47 ACACIA RD","4683828","SP","SGN","00","Not Started","Nov 20, 2019","Sign Permit","To erect and display a non-illuminated static copy wall sign.**Tiny Bumblebees Child Care**",""
"11","19","251175","47 ACACIA RD","4684475","DS","DST","00","Not Started","Nov 20, 2019","Designated Structures","To erect and display a non-illuminated static copy wall sign.**Tiny Bumblebees Child Care**",""
